ticker,entry_date,exit_date,entry,exit,result,profit,capital
GS,2025-01-27,2025-02-10,627.03,644.109619140625,EXP,0.36636953125000216,689.2578672286983
AMZN,2024-09-20,2024-09-30,191.6,186.89,SL,5.876600000000011,695.1344672286983
AMZN,2024-09-23,2024-09-27,193.88,189.23,SL,5.9750000000000085,701.1094672286983
AMZN,2024-09-30,2024-10-03,186.33,181.9,SL,5.999400000000011,707.1088672286984
AMZN,2024-11-14,2024-11-15,211.48,206.68,SL,6.055999999999975,713.1648672286983
AMZN,2024-11-15,2024-11-21,202.61,197.3,SL,6.115400000000004,719.2802672286983
AMZN,2025-01-28,2025-02-11,238.15,232.75999450683594,EXP,-2.8865019226074238,716.3937653060909
AMZN,2025-01-31,2025-02-14,237.68,228.67999267578125,EXP,-4.240002636718753,712.1537626693722
AMZN,2025-02-03,2025-02-18,237.42,226.64999389648438,EXP,-4.769502136230464,707.3842605331417
AMZN,2025-02-05,2025-02-20,236.17,222.8800048828125,EXP,-5.91729819335937,701.4669623397824
AMZN,2025-02-06,2025-02-07,238.83,233.39,SL,6.017600000000034,707.4845623397824
AMZN,2025-06-27,2025-07-01,223.3,218.1,SL,6.072000000000024,713.5565623397824
TSLA,2024-08-23,2024-08-26,220.32,213.64,SL,6.147600000000008,719.7041623397824
TSLA,2024-09-04,2024-09-18,219.41,227.1999969482422,EXP,0.48009942016601626,720.1842617599484
TSLA,2024-09-05,2024-09-19,230.17,243.9199981689453,EXP,1.0624997253417985,721.2467614852902
TSLA,2024-09-10,2024-09-24,226.17,254.27000427246094,EXP,3.496000683593752,724.7427621688839
